video_id,start,end_exclusive,label,window_index
video_01,11520,11535,0,132
video_01,11535,11550,0,133
video_01,11640,11655,0,134
video_01,11685,11700,0,135
video_01,11730,11745,0,136
video_01,11790,11805,0,137
video_01,11880,11895,0,138
video_01,11895,11910,0,139
video_01,11910,11925,0,140
video_01,11925,11940,0,141
video_01,12225,12240,0,142
video_01,12270,12285,0,143
video_01,12285,12300,0,144
video_01,12390,12405,0,145
video_01,12510,12525,0,146
video_01,12525,12540,0,147
video_01,12570,12585,0,148
video_01,12585,12600,0,149
video_01,12600,12615,0,150
video_01,12780,12795,0,151
video_01,12885,12900,0,152
video_01,12900,12915,0,153
video_01,13020,13035,0,154
video_01,13050,13065,0,155
video_01,13065,13080,0,156
video_01,13620,13635,0,157
video_01,13710,13725,0,158
video_01,13755,13770,0,159
video_01,13770,13785,0,160
video_01,13785,13800,0,161
video_01,13800,13815,0,162
video_01,13815,13830,0,163
video_01,13830,13845,0,164
video_01,13845,13860,0,165
video_01,13860,13875,0,166
video_01,13875,13890,0,167
video_01,13890,13905,0,168
video_01,13935,13950,0,169
video_01,13950,13965,0,170
video_01,13965,13980,0,171
video_01,13980,13995,0,172
video_01,14010,14025,0,173
video_01,14115,14130,0,174
video_01,14160,14175,0,175
video_01,14175,14190,0,176
video_01,14190,14205,0,177
video_01,14310,14325,0,178
video_01,14505,14520,0,179
video_01,14565,14580,0,180
video_01,14580,14595,0,181
video_01,14595,14610,0,182
video_01,14610,14625,0,183
video_01,14625,14640,0,184
video_01,14640,14655,0,185
video_01,14655,14670,0,186
video_01,14670,14685,0,187
video_01,14895,14910,0,188
video_01,14910,14925,0,189
video_01,14925,14940,0,190
video_01,14940,14955,0,191
video_01,15060,15075,0,192
video_01,15090,15105,0,193
video_01,15105,15120,0,194
video_01,15120,15135,0,195
video_01,15135,15150,0,196
video_01,15150,15165,0,197
video_01,15195,15210,0,198
video_01,15210,15225,0,199
video_01,15225,15240,0,200
video_01,15450,15465,0,201
video_01,15465,15480,0,202
video_01,15795,15810,0,203
video_01,15810,15825,0,204
video_01,15840,15855,0,205
video_01,15900,15915,0,206
video_01,15930,15945,0,207
video_01,16020,16035,0,208
video_01,16155,16170,0,209
video_01,16170,16185,0,210
video_01,16185,16200,0,211
video_01,16845,16860,0,212
video_01,16860,16875,0,213
video_01,16875,16890,0,214
video_01,16890,16905,0,215
video_01,16905,16920,0,216
video_01,16920,16935,0,217
video_01,16935,16950,0,218
video_01,16950,16965,0,219
video_01,16965,16980,0,220
video_01,16980,16995,0,221
video_01,16995,17010,0,222
video_01,17010,17025,0,223
video_01,17025,17040,0,224
video_01,17040,17055,0,225
video_01,17055,17070,0,226
video_01,17070,17085,0,227
video_01,17085,17100,0,228
video_01,17100,17115,0,229
video_01,17115,17130,0,230
video_01,17130,17145,0,231
video_01,17145,17160,0,232
video_01,17190,17205,0,233
video_01,17205,17220,0,234
video_01,17220,17235,0,235
video_01,17235,17250,0,236
video_01,17250,17265,0,237
video_01,17265,17280,0,238
video_01,17340,17355,0,239
video_01,17355,17370,0,240
video_01,17370,17385,0,241
video_01,17400,17415,0,242
video_01,17415,17430,0,243
video_01,17430,17445,0,244
video_01,17445,17460,0,245
video_01,17490,17505,0,246
video_01,17505,17520,0,247
video_01,17550,17565,0,248
video_01,17565,17580,0,249
video_01,17595,17610,0,250
video_01,17640,17655,0,251
video_01,17670,17685,0,252
video_01,17685,17700,0,253
video_01,17700,17715,0,254
video_01,17715,17730,0,255
video_01,17850,17865,0,256
video_01,17895,17910,0,257
video_01,17955,17970,0,258
video_01,17970,17985,0,259
video_01,17985,18000,0,260
video_01,18000,18015,0,261
video_01,18015,18030,0,262
video_01,18135,18150,0,263
video_01,18150,18165,0,264
video_01,18165,18180,0,265
video_01,18180,18195,0,266
video_01,18195,18210,0,267
video_01,18225,18240,0,268
video_01,18240,18255,0,269
video_01,18255,18270,0,270
video_01,18270,18285,0,271
video_01,18285,18300,0,272
video_01,18330,18345,0,273
video_01,18345,18360,0,274
video_01,18360,18375,0,275
video_01,18375,18390,0,276
video_01,18390,18405,0,277
video_01,18465,18480,0,278
video_01,18645,18660,0,279
video_01,18720,18735,0,280
video_01,18735,18750,0,281
video_01,18750,18765,0,282
video_01,18765,18780,0,283
video_01,18870,18885,0,284
video_01,18885,18900,0,285
video_01,18900,18915,0,286
video_01,18945,18960,0,287
video_01,19080,19095,0,288
video_01,19110,19125,0,289
video_01,19125,19140,0,290
video_01,19140,19155,0,291
video_01,19155,19170,0,292
video_01,19170,19185,0,293
video_01,25710,25725,0,294
video_01,25755,25770,0,295
video_01,25770,25785,0,296
video_01,25875,25890,0,297
video_01,25950,25965,0,298
video_01,25965,25980,0,299
video_01,25995,26010,0,300
video_01,29730,29745,0,301
video_01,30030,30045,0,302
video_01,30120,30135,0,303
video_01,30135,30150,0,304
video_01,30435,30450,0,305
video_01,30585,30600,0,306
video_01,30600,30615,0,307
video_01,30630,30645,0,308
video_01,30675,30690,0,309
video_01,30705,30720,0,310
video_01,30720,30735,0,311
video_01,30735,30750,0,312
video_01,30765,30780,0,313
video_01,30795,30810,0,314
video_01,30810,30825,0,315
video_01,30825,30840,0,316
video_01,30840,30855,0,317
video_01,30855,30870,0,318
video_01,30885,30900,0,319
video_01,30900,30915,0,320
video_01,30915,30930,0,321
video_01,30945,30960,0,322
video_01,30960,30975,0,323
video_01,30975,30990,0,324
video_01,31005,31020,0,325
video_01,31020,31035,0,326
video_01,31035,31050,0,327
video_01,31050,31065,0,328
video_01,31065,31080,0,329
video_01,31080,31095,0,330
video_01,31095,31110,0,331
video_01,31125,31140,0,332
video_01,31140,31155,0,333
video_01,31170,31185,0,334
video_01,31185,31200,0,335
video_01,31200,31215,0,336
video_01,31215,31230,0,337
video_01,31230,31245,0,338
video_01,31245,31260,0,339
video_01,31260,31275,0,340
video_01,31275,31290,0,341
video_01,31290,31305,0,342
video_01,31395,31410,0,343
video_01,31410,31425,0,344
video_01,31425,31440,0,345
video_01,31440,31455,0,346
video_01,31455,31470,0,347
video_01,31470,31485,0,348
video_01,31485,31500,0,349
video_01,31500,31515,0,350
video_01,31515,31530,0,351
video_01,31530,31545,0,352
video_01,31545,31560,0,353
video_01,31560,31575,0,354
video_01,31575,31590,0,355
video_01,31590,31605,0,356
video_01,31635,31650,0,357
video_01,31680,31695,0,358
video_01,31725,31740,0,359
video_01,31770,31785,0,360
video_01,31785,31800,0,361
video_01,31845,31860,0,362
video_01,31875,31890,0,363
video_01,31935,31950,0,364
video_01,31950,31965,0,365
video_02,30,45,0,366
video_02,45,60,0,367
video_02,60,75,0,368
video_02,240,255,0,369
video_02,285,300,0,370
video_02,300,315,0,371
video_02,330,345,0,372
video_02,345,360,0,373
video_02,360,375,0,374
video_02,420,435,0,375
video_02,435,450,0,376
video_02,465,480,0,377
video_02,480,495,0,378
video_02,495,510,0,379
video_02,510,525,0,380
video_02,525,540,0,381
video_02,555,570,0,382
video_02,570,585,0,383
video_02,585,600,0,384
video_02,600,615,0,385
video_02,780,795,0,386
video_02,795,810,0,387
video_02,840,855,0,388
video_02,855,870,0,389
video_02,870,885,0,390
video_02,915,930,0,391
video_02,930,945,0,392
video_02,960,975,0,393
video_02,990,1005,0,394
video_02,1035,1050,0,395
video_02,1110,1125,0,396
video_02,1125,1140,0,397
video_02,1140,1155,0,398
video_02,1155,1170,0,399
video_02,1170,1185,0,400
video_02,1185,1200,0,401
video_02,1200,1215,0,402
video_02,1215,1230,0,403
video_02,1245,1260,0,404
video_02,1260,1275,0,405
video_02,1275,1290,0,406
video_02,1335,1350,0,407
video_02,1350,1365,0,408
video_02,1365,1380,0,409
video_02,1380,1395,0,410
video_02,1485,1500,0,411
video_02,1590,1605,0,412
video_02,1635,1650,0,413
video_02,1650,1665,0,414
video_02,1665,1680,0,415
video_02,1710,1725,0,416
video_02,1800,1815,0,417
video_02,1815,1830,0,418
video_02,1830,1845,0,419
video_02,1890,1905,0,420
video_02,1980,1995,0,421
video_02,2100,2115,0,422
video_02,2130,2145,0,423
video_02,2145,2160,0,424
video_02,2445,2460,0,425
video_02,2535,2550,0,426
video_02,2715,2730,0,427
video_02,2730,2745,0,428
video_02,2850,2865,0,429
video_02,2895,2910,0,430
video_02,3045,3060,0,431
video_02,3060,3075,0,432
video_02,3120,3135,0,433
video_02,3135,3150,0,434
video_02,3150,3165,0,435
video_02,3210,3225,0,436
video_02,3225,3240,0,437
video_02,3240,3255,0,438
video_02,3255,3270,0,439
video_02,3330,3345,0,440
video_02,3360,3375,0,441
video_02,3375,3390,0,442
video_02,3405,3420,0,443
video_02,3450,3465,0,444
video_02,3465,3480,0,445
video_02,3510,3525,0,446
video_02,3525,3540,0,447
video_02,3675,3690,0,448
video_02,3690,3705,0,449
video_02,3765,3780,0,450
video_02,3810,3825,0,451
video_02,3825,3840,0,452
video_02,3900,3915,0,453
video_02,3915,3930,0,454
video_02,3930,3945,0,455
video_02,3945,3960,0,456
video_02,3960,3975,0,457
video_02,4155,4170,0,458
video_02,4200,4215,0,459
video_02,4215,4230,0,460
video_02,4275,4290,0,461
video_02,4290,4305,0,462
video_02,4425,4440,0,463
video_02,4440,4455,0,464
video_02,4695,4710,0,465
video_02,4710,4725,0,466
video_02,4725,4740,0,467
video_02,4740,4755,0,468
video_02,4875,4890,0,469
video_02,4890,4905,0,470
video_02,5325,5340,0,471
video_02,6585,6600,0,472
video_02,6630,6645,0,473
video_02,6660,6675,0,474
video_02,6675,6690,0,475
video_02,6780,6795,0,476
video_02,6990,7005,0,477
video_02,7080,7095,0,478
video_02,7200,7215,0,479
video_02,7815,7830,0,480
video_02,10575,10590,0,481
video_02,10590,10605,0,482
video_02,10770,10785,0,483
video_02,10815,10830,0,484
video_02,10830,10845,0,485
video_02,10845,10860,0,486
video_02,10920,10935,0,487
video_02,10935,10950,0,488
video_02,10950,10965,0,489
video_02,10965,10980,0,490
video_02,10980,10995,0,491
video_02,11220,11235,0,492
video_02,13875,13890,0,493
video_02,13890,13905,0,494
video_02,13905,13920,0,495
video_02,13920,13935,0,496
video_02,13935,13950,0,497
video_02,13950,13965,0,498
video_02,13965,13980,0,499
video_02,13980,13995,0,500
video_02,13995,14010,0,501
video_02,14025,14040,0,502
video_02,14085,14100,0,503
video_02,14100,14115,0,504
video_02,14115,14130,0,505
video_02,14385,14400,0,506
video_02,14400,14415,0,507
video_02,14415,14430,0,508
video_02,14580,14595,0,509
video_02,14655,14670,0,510
video_02,14670,14685,0,511
video_02,14730,14745,0,512
video_02,14745,14760,0,513
video_02,14760,14775,0,514
video_02,14775,14790,0,515
video_02,14820,14835,0,516
video_02,14835,14850,0,517
video_02,15465,15480,0,518
video_02,15480,15495,0,519
video_02,15645,15660,0,520
video_02,15660,15675,0,521
video_02,15675,15690,0,522
video_02,15690,15705,0,523
video_02,15705,15720,0,524
video_02,15720,15735,0,525
video_02,15915,15930,0,526
video_02,16125,16140,0,527
video_02,16185,16200,0,528
video_02,16350,16365,0,529
video_02,16440,16455,0,530
video_02,16455,16470,0,531
video_02,16485,16500,0,532
video_02,16500,16515,0,533
video_02,16545,16560,0,534
video_02,16560,16575,0,535
video_02,16605,16620,0,536
video_02,16620,16635,0,537
video_02,16635,16650,0,538
video_02,16665,16680,0,539
video_02,16680,16695,0,540
video_02,16695,16710,0,541
video_02,16710,16725,0,542
video_02,16740,16755,0,543
video_02,16755,16770,0,544
video_02,16875,16890,0,545
video_02,16965,16980,0,546
video_02,17100,17115,0,547
video_02,17160,17175,0,548
video_02,17190,17205,0,549
video_02,17265,17280,0,550
video_02,17295,17310,0,551
video_02,17760,17775,0,552
video_02,17775,17790,0,553
video_02,17820,17835,0,554
video_02,17835,17850,0,555
video_02,17865,17880,0,556
video_02,18000,18015,0,557
video_02,18015,18030,0,558
video_02,18030,18045,0,559
video_02,18495,18510,0,560
video_02,18510,18525,0,561
video_02,18645,18660,0,562
video_02,18915,18930,0,563
video_02,18945,18960,0,564
video_02,18960,18975,0,565
video_02,19050,19065,0,566
video_02,19065,19080,0,567
video_02,19080,19095,0,568
video_02,19095,19110,0,569
video_02,19110,19125,0,570
video_02,19155,19170,0,571
video_02,19185,19200,0,572
video_02,19215,19230,0,573
video_02,19230,19245,0,574
video_02,20400,20415,0,575
video_02,20415,20430,0,576
video_02,20430,20445,0,577
video_02,20445,20460,0,578
video_02,20565,20580,0,579
video_02,20610,20625,0,580
video_02,20625,20640,0,581
video_02,20790,20805,0,582
video_02,20910,20925,0,583
video_02,20940,20955,0,584
video_02,21030,21045,0,585
video_02,21345,21360,0,586
video_02,21615,21630,0,587
video_02,21630,21645,0,588
video_02,21780,21795,0,589
video_02,21990,22005,0,590
video_02,22155,22170,0,591
video_02,22170,22185,0,592
video_02,22230,22245,0,593
video_02,22320,22335,0,594
video_02,22350,22365,0,595
video_02,22380,22395,0,596
video_02,22395,22410,0,597
video_02,22485,22500,0,598
video_02,22560,22575,0,599
video_02,22575,22590,0,600
video_02,22590,22605,0,601
video_02,22620,22635,0,602
video_02,22635,22650,0,603
video_02,22650,22665,0,604
video_02,22665,22680,0,605
video_02,22680,22695,0,606
video_02,22785,22800,0,607
video_02,22800,22815,0,608
video_02,22845,22860,0,609
video_02,22890,22905,0,610
video_02,22920,22935,0,611
video_02,22935,22950,0,612
video_02,22950,22965,0,613
video_02,22965,22980,0,614
video_02,22980,22995,0,615
video_02,23025,23040,0,616
video_02,23040,23055,0,617
video_02,23055,23070,0,618
video_02,23085,23100,0,619
video_02,23100,23115,0,620
video_02,23910,23925,0,621
video_02,23925,23940,0,622
video_02,23955,23970,0,623
video_02,23970,23985,0,624
video_02,24015,24030,0,625
video_02,24030,24045,0,626
video_02,24045,24060,0,627
video_02,24060,24075,0,628
video_02,24075,24090,0,629
video_02,24090,24105,0,630
video_02,24105,24120,0,631
video_02,24150,24165,0,632
video_02,24225,24240,0,633
video_02,24255,24270,0,634
video_02,24300,24315,0,635
video_02,24315,24330,0,636
video_02,24330,24345,0,637
video_02,24345,24360,0,638
video_02,24360,24375,0,639
video_02,24375,24390,0,640
video_02,24390,24405,0,641
video_02,24450,24465,0,642
video_02,24465,24480,0,643
video_02,24495,24510,0,644
video_02,24510,24525,0,645
video_02,24525,24540,0,646
video_02,24540,24555,0,647
video_02,24555,24570,0,648
video_02,24570,24585,0,649
video_02,24585,24600,0,650
video_02,24600,24615,0,651
video_02,24615,24630,0,652
video_02,24630,24645,0,653
video_02,24645,24660,0,654
video_02,24660,24675,0,655
video_02,24675,24690,0,656
video_02,24690,24705,0,657
video_02,24705,24720,0,658
video_02,24720,24735,0,659
video_02,24735,24750,0,660
video_02,24750,24765,0,661
video_02,24765,24780,0,662
video_02,24780,24795,0,663
video_02,24795,24810,0,664
video_02,24810,24825,0,665
video_02,24825,24840,0,666
video_02,24840,24855,0,667
video_02,24855,24870,0,668
video_02,24870,24885,0,669
video_02,24885,24900,0,670
video_02,24900,24915,0,671
video_02,24915,24930,0,672
video_02,24945,24960,0,673
video_02,24960,24975,0,674
video_02,25020,25035,0,675
video_02,25110,25125,0,676
video_02,25140,25155,0,677
video_02,25155,25170,0,678
video_02,25170,25185,0,679
video_02,25185,25200,0,680
video_02,25200,25215,0,681
video_02,25305,25320,0,682
video_02,25335,25350,0,683
video_02,25350,25365,0,684
video_02,25410,25425,0,685
video_02,25635,25650,0,686
video_02,25665,25680,0,687
video_02,25710,25725,0,688
video_02,25725,25740,0,689
video_02,25740,25755,0,690
video_02,25755,25770,0,691
video_02,25770,25785,0,692
video_02,25785,25800,0,693
video_02,25800,25815,0,694
video_02,25815,25830,0,695
video_02,25830,25845,0,696
video_02,25860,25875,0,697
video_02,25875,25890,0,698
video_02,25890,25905,0,699
video_02,25905,25920,0,700
video_02,25920,25935,0,701
video_02,25935,25950,0,702
video_02,25950,25965,0,703
video_02,25965,25980,0,704
video_02,25995,26010,0,705
video_02,26010,26025,0,706
video_02,26040,26055,0,707
video_02,26070,26085,0,708
video_02,26100,26115,0,709
video_02,26115,26130,0,710
video_02,26160,26175,0,711
video_02,26175,26190,0,712
video_02,26190,26205,0,713
video_02,27045,27060,0,714
video_02,27060,27075,0,715
video_02,27075,27090,0,716
video_02,27090,27105,0,717
video_02,27105,27120,0,718
video_02,27150,27165,0,719
video_02,27165,27180,0,720
video_02,27180,27195,0,721
video_02,27195,27210,0,722
video_02,27240,27255,0,723
video_02,27255,27270,0,724
video_02,27285,27300,0,725
video_02,27330,27345,0,726
video_02,27360,27375,0,727
video_02,27375,27390,0,728
video_02,27390,27405,0,729
video_02,27405,27420,0,730
video_02,27495,27510,0,731
video_02,27510,27525,0,732
video_02,27525,27540,0,733
video_02,27540,27555,0,734
video_02,27555,27570,0,735
video_02,27615,27630,0,736
video_02,27630,27645,0,737
video_02,27645,27660,0,738
video_02,27660,27675,0,739
video_02,27675,27690,0,740
video_02,27690,27705,0,741
video_02,27705,27720,0,742
video_02,27720,27735,0,743
video_02,27750,27765,0,744
video_02,27810,27825,0,745
video_02,27825,27840,0,746
video_02,27855,27870,0,747
video_02,27870,27885,0,748
video_02,27915,27930,0,749
video_02,27975,27990,0,750
video_02,27990,28005,0,751
video_02,28020,28035,0,752
video_02,28035,28050,0,753
video_02,28050,28065,0,754
video_02,28080,28095,0,755
video_02,28095,28110,0,756
video_02,28110,28125,0,757
video_02,28125,28140,0,758
video_02,28140,28155,0,759
video_02,28155,28170,0,760
video_02,28170,28185,0,761
video_03,0,15,0,762
video_03,105,120,0,763
video_03,120,135,0,764
video_03,135,150,0,765
video_03,150,165,0,766
video_03,165,180,0,767
video_03,180,195,0,768
video_03,195,210,0,769
video_03,210,225,0,770
video_03,225,240,0,771
video_03,240,255,0,772
video_03,285,300,0,773
video_03,405,420,0,774
video_03,420,435,0,775
video_03,435,450,0,776
video_03,465,480,0,777
video_03,495,510,0,778
video_03,510,525,0,779
video_03,525,540,0,780
video_03,540,555,0,781
video_03,555,570,0,782
video_03,570,585,0,783
video_03,675,690,0,784
video_03,705,720,0,785
video_03,720,735,0,786
video_03,735,750,0,787
video_03,750,765,0,788
video_03,825,840,0,789
video_03,840,855,0,790
video_03,855,870,0,791
video_03,915,930,0,792
video_03,930,945,0,793
video_03,945,960,0,794
video_03,975,990,0,795
video_03,1005,1020,0,796
video_03,1080,1095,0,797
video_03,1110,1125,0,798
video_03,1140,1155,0,799
video_03,1200,1215,0,800
video_03,1230,1245,0,801
video_03,1290,1305,0,802
video_03,1425,1440,0,803
video_03,1440,1455,0,804
video_03,1455,1470,0,805
video_03,1470,1485,0,806
video_03,1485,1500,0,807
video_03,1500,1515,0,808
video_03,1530,1545,0,809
video_03,1545,1560,0,810
video_03,1590,1605,0,811
video_03,1605,1620,0,812
video_03,1620,1635,0,813
video_03,1635,1650,0,814
video_03,1710,1725,0,815
video_03,1725,1740,0,816
video_03,1770,1785,0,817
video_03,1785,1800,0,818
video_03,1800,1815,0,819
video_03,1845,1860,0,820
video_03,1950,1965,0,821
video_03,1995,2010,0,822
video_03,2010,2025,0,823
video_03,2025,2040,0,824
video_03,2070,2085,0,825
video_03,2145,2160,0,826
video_03,2160,2175,0,827
video_03,2175,2190,0,828
video_03,2190,2205,0,829
video_03,2205,2220,0,830
video_03,2295,2310,0,831
video_03,2460,2475,0,832
video_03,2490,2505,0,833
video_03,2505,2520,0,834
video_03,2520,2535,0,835
video_03,2535,2550,0,836
video_03,2550,2565,0,837
video_03,2565,2580,0,838
video_03,2580,2595,0,839
video_03,2640,2655,0,840
video_03,2655,2670,0,841
video_03,2670,2685,0,842
video_03,2760,2775,0,843
video_03,2790,2805,0,844
video_03,2805,2820,0,845
video_03,2985,3000,0,846
video_03,3075,3090,0,847
video_03,3090,3105,0,848
video_03,3150,3165,0,849
video_03,3165,3180,0,850
video_03,3330,3345,0,851
video_03,3375,3390,0,852
video_03,3405,3420,0,853
video_03,3435,3450,0,854
video_03,3450,3465,0,855
video_03,3465,3480,0,856
video_03,3480,3495,0,857
video_03,3495,3510,0,858
video_03,3585,3600,0,859
video_03,3705,3720,0,860
video_03,3720,3735,0,861
video_03,3735,3750,0,862
video_03,3765,3780,0,863
video_03,3780,3795,0,864
video_03,3810,3825,0,865
video_03,3825,3840,0,866
video_03,3885,3900,0,867
video_03,3915,3930,0,868
video_03,3930,3945,0,869
video_03,3945,3960,0,870
video_03,3960,3975,0,871
video_03,3975,3990,0,872
video_03,3990,4005,0,873
video_03,4005,4020,0,874
video_03,4020,4035,0,875
video_03,4035,4050,0,876
video_03,4050,4065,0,877
video_03,4065,4080,0,878
video_03,4080,4095,0,879
video_03,4095,4110,0,880
video_03,4110,4125,0,881
video_03,4125,4140,0,882
video_03,4140,4155,0,883
video_03,4155,4170,0,884
video_03,4170,4185,0,885
video_03,4185,4200,0,886
video_03,4200,4215,0,887
video_03,4215,4230,0,888
video_03,4230,4245,0,889
video_03,4245,4260,0,890
video_03,4260,4275,0,891
video_03,4275,4290,0,892
video_03,4290,4305,0,893
video_03,4305,4320,0,894
video_03,4320,4335,0,895
video_03,4335,4350,0,896
video_03,4380,4395,0,897
video_03,4395,4410,0,898
video_03,4410,4425,0,899
video_03,4425,4440,0,900
video_03,4440,4455,0,901
video_03,4455,4470,0,902
video_03,4470,4485,0,903
video_03,4545,4560,0,904
video_03,4560,4575,0,905
video_03,4575,4590,0,906
video_03,4605,4620,0,907
video_03,4620,4635,0,908
video_03,4650,4665,0,909
video_03,4695,4710,0,910
video_03,4710,4725,0,911
video_03,4725,4740,0,912
video_03,4755,4770,0,913
video_03,4830,4845,0,914
video_03,4845,4860,0,915
video_03,4860,4875,0,916
video_03,4875,4890,0,917
video_03,4965,4980,0,918
video_03,5040,5055,0,919
video_03,5055,5070,0,920
video_03,5070,5085,0,921
video_03,5190,5205,0,922
video_03,5220,5235,0,923
video_03,5250,5265,0,924
video_03,5265,5280,0,925
video_03,5325,5340,0,926
video_03,5730,5745,0,927
video_03,5745,5760,0,928
video_03,5760,5775,0,929
video_03,5775,5790,0,930
video_03,5790,5805,0,931
video_03,5805,5820,0,932
video_03,5880,5895,0,933
video_03,5910,5925,0,934
video_03,5925,5940,0,935
video_03,5940,5955,0,936
video_03,5955,5970,0,937
video_03,5970,5985,0,938
video_03,5985,6000,0,939
video_03,6000,6015,0,940
video_03,6015,6030,0,941
video_03,6030,6045,0,942
video_03,6180,6195,0,943
video_03,6195,6210,0,944
video_03,6300,6315,0,945
video_03,6330,6345,0,946
video_03,6345,6360,0,947
video_03,6360,6375,0,948
video_03,6375,6390,0,949
video_03,6540,6555,0,950
video_03,6555,6570,0,951
video_03,6645,6660,0,952
video_03,6690,6705,0,953
video_03,6705,6720,0,954
video_03,15195,15210,0,955
video_03,15210,15225,0,956
video_03,15225,15240,0,957
video_03,15240,15255,0,958
video_03,15255,15270,0,959
video_03,15300,15315,0,960
video_03,15315,15330,0,961
video_03,15330,15345,0,962
video_03,15390,15405,0,963
video_03,15435,15450,0,964
video_03,15465,15480,0,965
video_03,15480,15495,0,966
video_03,15495,15510,0,967
video_03,15510,15525,0,968
video_03,15525,15540,0,969
video_03,15540,15555,0,970
video_03,15555,15570,0,971
video_03,15570,15585,0,972
video_03,15615,15630,0,973
video_03,15735,15750,0,974
video_03,15840,15855,0,975
video_03,15855,15870,0,976
video_03,15900,15915,0,977
video_03,15915,15930,0,978
video_03,16080,16095,0,979
video_03,16110,16125,0,980
video_03,16140,16155,0,981
video_03,16155,16170,0,982
video_03,16305,16320,0,983
video_03,16320,16335,0,984
video_03,16335,16350,0,985
video_03,16350,16365,0,986
video_03,16380,16395,0,987
video_03,16560,16575,0,988
video_03,16680,16695,0,989
video_03,16860,16875,0,990
video_03,16995,17010,0,991
video_03,17085,17100,0,992
video_03,17100,17115,0,993
video_03,17115,17130,0,994
video_03,17130,17145,0,995
video_03,17190,17205,0,996
video_03,17250,17265,0,997
video_03,17265,17280,0,998
video_03,17280,17295,0,999
video_03,17370,17385,0,1000
video_03,17400,17415,0,1001
video_03,17415,17430,0,1002
video_03,17430,17445,0,1003
video_03,17445,17460,0,1004
video_03,17460,17475,0,1005
video_03,17475,17490,0,1006
video_03,17490,17505,0,1007
video_03,17505,17520,0,1008
video_03,17565,17580,0,1009
