video_id,frame_index,timestamp_seconds,state
video_01,123,8.199,alert
video_01,124,8.266,alert
video_01,125,8.333,alert
video_01,126,8.399,alert
video_01,127,8.466,alert
video_01,128,8.533,alert
video_01,129,8.599,alert
video_01,130,8.666,alert
video_01,131,8.733,alert
video_01,132,8.799,alert
video_01,133,8.866,alert
video_01,134,8.933,alert
video_01,135,8.999,alert
video_01,136,9.066,alert
video_01,137,9.133,alert
video_01,138,9.199,alert
video_01,139,9.266,alert
video_01,140,9.333,alert
video_01,141,9.366,alert
video_01,142,9.399,alert
video_01,143,9.433,alert
video_01,144,9.466,alert
video_01,145,9.499,alert
video_01,146,9.533,alert
video_01,147,9.566,alert
video_01,148,9.599,alert
video_01,149,9.633,alert
video_01,150,9.666,alert
video_01,151,9.699,alert
video_01,152,9.733,alert
video_01,153,9.766,alert
video_01,154,9.799,alert
video_01,155,9.833,alert
video_01,156,9.866,alert
video_01,157,9.899,alert
video_01,158,9.933,alert
video_01,159,9.966,alert
video_01,160,9.999,alert
video_01,161,10.033,alert
video_01,162,10.066,alert
video_01,163,10.099,alert
video_01,164,10.133,alert
video_01,165,10.166,alert
video_01,166,10.199,alert
video_01,167,10.233,alert
video_01,168,10.266,alert
video_01,169,10.299,alert
video_01,170,10.333,alert
video_01,171,10.366,alert
video_01,172,10.399,alert
video_01,173,10.433,alert
video_01,174,10.466,alert
video_01,175,10.499,alert
video_01,176,10.533,alert
video_01,177,10.566,alert
video_01,178,10.599,alert
video_01,179,10.633,alert
video_01,180,10.666,alert
video_01,181,10.699,alert
video_01,182,10.733,alert
video_01,183,10.766,alert
video_01,184,10.799,alert
video_01,185,10.833,alert
video_01,186,10.866,alert
video_01,187,10.899,alert
video_01,188,10.933,alert
video_01,189,10.966,alert
video_01,190,10.999,alert
video_01,191,11.033,alert
video_01,192,11.066,alert
video_01,193,11.099,alert
video_01,194,11.133,alert
video_01,195,11.166,alert
video_01,196,11.199,alert
video_01,197,11.233,alert
video_01,198,11.266,alert
video_01,199,11.299,alert
video_01,200,11.333,alert
video_01,201,11.366,alert
video_01,202,11.399,alert
video_01,203,11.433,alert
video_01,204,11.466,alert
video_01,205,11.499,alert
video_01,206,11.533,alert
video_01,207,11.566,alert
video_01,208,11.599,alert
video_01,209,11.633,alert
video_01,210,11.666,alert
video_01,211,11.699,alert
video_01,212,11.733,alert
video_01,213,11.766,alert
video_01,214,11.799,alert
video_01,215,11.833,alert
video_01,216,11.866,alert
video_01,217,11.899,alert
video_01,218,11.933,alert
video_01,219,11.966,alert
video_01,220,11.999,alert
video_01,221,12.033,alert
video_01,222,12.066,alert
video_01,223,12.099,alert
video_01,224,12.133,alert
video_01,225,12.166,alert
video_01,226,12.199,alert
video_01,227,12.233,alert
video_01,228,12.266,alert
video_01,229,12.299,alert
video_01,230,12.333,alert
video_01,231,12.366,alert
video_01,232,12.399,alert
video_01,233,12.433,alert
video_01,234,12.466,alert
video_01,235,12.499,alert
video_01,236,12.533,alert
video_01,237,12.566,alert
video_01,238,12.599,alert
video_01,239,12.633,alert
video_01,240,12.666,alert
video_01,241,12.699,alert
video_01,242,12.733,alert
video_01,243,12.766,alert
video_01,244,12.799,alert
video_01,245,12.833,alert
video_01,246,12.866,alert
video_01,247,12.899,alert
video_01,248,12.933,alert
video_01,249,12.966,alert
video_01,250,12.999,alert
video_01,251,13.066,alert
video_01,252,13.133,alert
video_01,253,13.199,alert
video_01,254,13.266,alert
video_01,255,13.333,alert
video_01,256,13.399,alert
video_01,257,13.466,alert
video_01,258,13.533,alert
video_01,259,13.599,alert
video_01,260,13.666,alert
video_01,261,13.699,alert
video_01,262,13.733,alert
video_01,263,13.766,alert
video_01,264,13.799,alert
video_01,265,13.833,alert
video_01,266,13.866,alert
video_01,267,13.899,alert
video_01,268,13.933,alert
video_01,269,13.966,alert
video_01,270,13.999,alert
video_01,271,14.033,alert
video_01,272,14.066,alert
video_01,273,14.099,alert
video_01,274,14.133,alert
video_01,275,14.166,alert
video_01,276,14.199,alert
video_01,277,14.233,alert
video_01,278,14.266,alert
video_01,279,14.299,alert
video_01,280,14.333,alert
video_01,281,14.366,alert
video_01,282,14.399,alert
video_01,283,14.433,alert
video_01,284,14.466,alert
video_01,285,14.499,alert
video_01,286,14.533,alert
video_01,287,14.566,alert
video_01,288,14.599,alert
video_01,289,14.633,alert
video_01,290,14.666,alert
video_01,291,14.699,alert
video_01,292,14.733,alert
video_01,293,14.766,alert
video_01,294,14.799,alert
video_01,295,14.833,alert
video_01,296,14.866,alert
video_01,297,14.899,alert
video_01,298,14.933,alert
video_01,299,14.966,alert
video_01,300,14.999,alert
video_01,301,15.033,alert
video_01,302,15.066,alert
video_01,303,15.099,alert
video_01,304,15.133,alert
video_01,305,15.166,alert
video_01,306,15.199,alert
video_01,307,15.233,alert
video_01,308,15.266,alert
video_01,309,15.299,alert
video_01,310,15.333,alert
video_01,311,15.366,alert
video_01,312,15.399,alert
video_01,313,15.433,alert
video_01,314,15.466,alert
video_01,315,15.499,alert
video_01,316,15.533,alert
video_01,317,15.566,alert
video_01,318,15.599,alert
video_01,319,15.633,alert
video_01,320,15.666,alert
video_01,321,15.699,alert
video_01,322,15.733,alert
video_01,323,15.766,alert
video_01,324,15.799,alert
video_01,325,15.833,alert
video_01,326,15.866,alert
video_01,327,15.899,alert
video_01,328,15.933,alert
video_01,329,15.966,alert
video_01,330,15.999,alert
video_01,331,16.033,alert
video_01,332,16.066,alert
video_01,333,16.099,alert
video_01,334,16.133,alert
video_01,335,16.166,alert
video_01,336,16.199,alert
video_01,337,16.233,alert
video_01,338,16.266,alert
video_01,339,16.299,alert
video_01,340,16.333,alert
video_01,341,16.366,alert
video_01,342,16.399,alert
video_01,343,16.433,alert
video_01,344,16.466,alert
video_01,345,16.499,alert
video_01,346,16.533,alert
video_01,347,16.566,alert
video_01,348,16.599,alert
video_01,349,16.633,alert
video_01,350,16.666,alert
video_01,351,16.699,alert
video_01,352,16.733,alert
video_01,353,16.766,alert
video_01,354,16.799,alert
video_01,355,16.833,alert
video_01,356,16.866,alert
video_01,357,16.899,alert
video_01,358,16.933,alert
video_01,359,16.966,alert
video_01,360,16.999,alert
video_01,361,17.033,alert
video_01,362,17.066,alert
video_01,363,17.099,alert
video_01,364,17.133,alert
video_01,365,17.166,alert
video_01,366,17.199,alert
video_01,367,17.233,alert
video_01,368,17.266,alert
video_01,369,17.299,alert
video_01,370,17.333,alert
video_01,371,17.366,alert
video_01,372,17.399,alert
video_01,373,17.433,alert
video_01,374,17.466,alert
video_01,375,17.499,alert
video_01,376,17.533,alert
video_01,377,17.566,alert
video_01,378,17.599,alert
video_01,379,17.633,alert
video_01,380,17.666,alert
video_01,381,17.699,alert
video_01,382,17.733,alert
video_01,383,17.766,alert
video_01,384,17.799,alert
video_01,385,17.833,alert
video_01,386,17.866,alert
video_01,387,17.899,alert
video_01,388,17.933,alert
video_01,389,17.966,alert
video_01,390,17.999,alert
video_01,391,18.033,alert
video_01,392,18.066,alert
video_01,393,18.099,alert
video_01,394,18.133,alert
video_01,395,18.166,alert
video_01,396,18.199,alert
video_01,397,18.233,alert
video_01,398,18.266,alert
video_01,399,18.299,alert
video_01,400,18.333,alert
video_01,401,18.366,alert
video_01,402,18.399,alert
video_01,403,18.433,alert
video_01,404,18.466,alert
video_01,405,18.499,alert
video_01,406,18.533,alert
video_01,407,18.566,alert
video_01,408,18.599,alert
video_01,409,18.633,alert
video_01,410,18.666,alert
video_01,411,18.699,alert
video_01,412,18.733,alert
video_01,413,18.766,alert
video_01,414,18.799,alert
video_01,415,18.833,alert
video_01,416,18.866,alert
video_01,417,18.899,alert
video_01,418,18.933,alert
video_01,419,18.966,alert
video_01,420,18.999,alert
video_01,421,19.033,alert
video_01,422,19.066,alert
video_01,423,19.099,alert
video_01,424,19.133,alert
video_01,425,19.166,alert
video_01,426,19.199,alert
video_01,427,19.233,alert
video_01,428,19.266,alert
video_01,429,19.299,alert
video_01,430,19.333,alert
video_01,431,19.366,alert
video_01,432,19.399,alert
video_01,433,19.433,alert
video_01,434,19.466,alert
video_01,435,19.499,alert
video_01,436,19.533,alert
video_01,437,19.566,alert
video_01,438,19.599,alert
video_01,439,19.633,alert
video_01,440,19.666,alert
video_01,441,19.699,alert
video_01,442,19.733,alert
video_01,443,19.766,alert
video_01,444,19.799,alert
video_01,445,19.833,alert
video_01,446,19.866,alert
video_01,447,19.899,alert
video_01,448,19.933,alert
video_01,449,19.966,alert
video_01,450,19.999,alert
video_01,451,20.033,alert
video_01,452,20.066,alert
video_01,453,20.099,alert
video_01,454,20.133,alert
video_01,455,20.166,alert
video_01,456,20.199,alert
video_01,457,20.233,alert
video_01,458,20.266,alert
video_01,459,20.299,alert
video_01,460,20.333,alert
video_01,461,20.366,alert
video_01,462,20.399,alert
video_01,463,20.433,alert
video_01,464,20.466,alert
video_01,465,20.499,alert
video_01,466,20.533,alert
video_01,467,20.566,alert
video_01,468,20.599,alert
video_01,469,20.633,alert
video_01,470,20.666,alert
video_01,471,20.699,alert
video_01,472,20.733,alert
video_01,473,20.766,alert
video_01,474,20.799,alert
video_01,475,20.833,alert
video_01,476,20.866,alert
video_01,477,20.899,alert
video_01,478,20.933,alert
video_01,479,20.966,alert
video_01,480,20.999,alert
video_01,481,21.033,alert
video_01,482,21.066,alert
video_01,483,21.099,alert
video_01,484,21.133,alert
video_01,485,21.166,alert
video_01,486,21.199,alert
video_01,487,21.233,alert
video_01,488,21.266,alert
video_01,489,21.299,alert
video_01,490,21.333,alert
video_01,491,21.399,alert
video_01,492,21.466,alert
video_01,493,21.533,alert
video_01,494,21.599,alert
video_01,495,21.666,alert
video_01,496,21.733,alert
video_01,497,21.799,alert
video_01,498,21.866,alert
video_01,499,21.933,alert
video_01,500,21.999,alert
video_01,501,22.066,alert
video_01,502,22.133,alert
video_01,503,22.199,alert
video_01,504,22.266,alert
video_01,505,22.333,alert
video_01,506,22.399,alert
video_01,507,22.466,alert
video_01,508,22.533,alert
video_01,509,22.599,alert
video_01,510,22.666,alert
video_01,511,22.733,alert
video_01,512,22.799,alert
video_01,513,22.866,alert
video_01,514,22.933,alert
video_01,515,22.999,alert
video_01,516,23.066,alert
video_01,517,23.133,alert
video_01,518,23.199,alert
video_01,519,23.266,alert
video_01,520,23.333,alert
video_01,521,23.399,alert
video_01,522,23.466,alert
video_01,523,23.533,alert
video_01,524,23.599,alert
video_01,525,23.666,alert
video_01,526,23.733,alert
video_01,527,23.799,alert
video_01,528,23.866,alert
video_01,529,23.933,alert
video_01,530,23.999,alert
video_01,531,24.066,alert
video_01,532,24.133,alert
video_01,533,24.199,alert
video_01,534,24.266,alert
video_01,535,24.333,alert
video_01,536,24.399,alert
video_01,537,24.466,alert
video_01,538,24.533,alert
video_01,539,24.599,alert
video_01,540,24.666,alert
video_01,541,24.733,alert
video_01,542,24.799,alert
video_01,543,24.866,alert
video_01,544,24.933,alert
video_01,545,24.999,alert
video_01,546,25.066,alert
video_01,547,25.133,alert
video_01,548,25.199,alert
video_01,549,25.266,alert
video_01,550,25.333,alert
video_01,551,25.399,alert
video_01,552,25.466,alert
video_01,553,25.533,alert
video_01,554,25.599,alert
video_01,555,25.666,alert
video_01,556,25.733,alert
video_01,557,25.799,alert
video_01,558,25.866,alert
video_01,559,25.933,alert
video_01,560,25.999,alert
video_01,561,26.066,alert
video_01,562,26.133,alert
video_01,563,26.199,alert
video_01,564,26.266,alert
video_01,565,26.333,alert
video_01,566,26.399,alert
video_01,567,26.466,alert
video_01,568,26.533,alert
video_01,569,26.599,alert
video_01,570,26.666,alert
video_01,571,26.733,alert
video_01,572,26.799,alert
video_01,573,26.866,alert
video_01,574,26.933,alert
video_01,575,26.999,alert
video_01,576,27.066,alert
video_01,577,27.133,alert
video_01,578,27.199,alert
video_01,579,27.266,alert
video_01,580,27.333,alert
video_01,581,27.399,alert
video_01,582,27.466,alert
video_01,583,27.533,alert
video_01,584,27.599,alert
video_01,585,27.666,alert
video_01,586,27.733,alert
video_01,587,27.799,alert
video_01,588,27.866,alert
video_01,589,27.933,alert
video_01,590,27.999,alert
video_01,591,28.066,alert
video_01,592,28.133,alert
video_01,593,28.199,alert
video_01,594,28.266,alert
video_01,595,28.333,alert
video_01,596,28.399,alert
video_01,597,28.466,alert
video_01,598,28.533,alert
video_01,599,28.599,alert
video_01,600,28.666,alert
video_01,601,28.733,alert
video_01,602,28.799,alert
video_01,603,28.866,alert
video_01,604,28.933,alert
video_01,605,28.999,alert
video_01,606,29.066,alert
video_01,607,29.133,alert
video_01,608,29.199,alert
video_01,609,29.266,alert
video_01,610,29.333,alert
video_01,611,29.399,alert
video_01,612,29.466,alert
video_01,613,29.533,alert
video_01,614,29.599,alert
video_01,615,29.666,alert
video_01,616,29.733,alert
video_01,617,29.799,alert
video_01,618,29.866,alert
video_01,619,29.933,alert
video_01,620,29.999,alert
video_01,621,30.066,alert
video_01,622,30.133,alert
video_01,623,30.199,alert
video_01,624,30.266,alert
video_01,625,30.333,alert
video_01,626,30.399,alert
video_01,627,30.466,alert
video_01,628,30.533,alert
video_01,629,30.599,alert
video_01,630,30.666,alert
video_01,631,30.733,alert
video_01,632,30.799,alert
video_01,633,30.866,alert
video_01,634,30.933,alert
video_01,635,30.999,alert
video_01,636,31.066,alert
video_01,637,31.133,alert
video_01,638,31.199,alert
video_01,639,31.266,alert
video_01,640,31.333,alert
video_01,641,31.399,alert
video_01,642,31.466,alert
video_01,643,31.533,alert
video_01,644,31.599,alert
video_01,645,31.666,alert
video_01,646,31.733,alert
video_01,647,31.799,alert
video_01,648,31.866,alert
video_01,649,31.933,alert
video_01,650,31.999,alert
video_01,651,32.066,alert
video_01,652,32.133,alert
video_01,653,32.199,alert
video_01,654,32.266,alert
video_01,655,32.333,alert
video_01,656,32.399,alert
video_01,657,32.466,alert
video_01,658,32.533,alert
video_01,659,32.599,alert
video_01,660,32.666,alert
video_01,661,32.733,alert
video_01,662,32.799,alert
video_01,663,32.866,alert
video_01,664,32.933,alert
video_01,665,32.999,alert
video_01,666,33.066,alert
video_01,667,33.133,alert
video_01,668,33.199,alert
video_01,669,33.266,alert
video_01,670,33.333,alert
video_01,671,33.399,alert
video_01,672,33.466,alert
video_01,673,33.533,alert
video_01,674,33.599,alert
video_01,675,33.666,alert
video_01,676,33.733,alert
video_01,677,33.799,alert
video_01,678,33.866,alert
video_01,679,33.933,alert
video_01,680,33.999,alert
video_01,681,34.066,alert
video_01,682,34.133,alert
video_01,683,34.199,alert
video_01,684,34.266,alert
video_01,685,34.333,alert
video_01,686,34.399,alert
video_01,687,34.466,alert
video_01,688,34.533,alert
video_01,689,34.599,alert
video_01,690,34.666,alert
video_01,691,34.733,alert
video_01,692,34.799,alert
video_01,693,34.866,alert
video_01,694,34.933,alert
video_01,695,34.999,alert
video_01,696,35.066,alert
video_01,697,35.133,alert
video_01,698,35.199,alert
video_01,699,35.266,alert
video_01,700,35.333,alert
video_01,701,35.399,alert
video_01,702,35.466,alert
video_01,703,35.533,alert
video_01,704,35.599,alert
video_01,705,35.666,alert
video_01,706,35.733,alert
video_01,707,35.799,alert
video_01,708,35.866,alert
video_01,709,35.933,alert
video_01,710,35.999,alert
video_01,711,36.066,alert
video_01,712,36.133,alert
video_01,713,36.199,alert
video_01,714,36.266,alert
video_01,715,36.333,alert
video_01,716,36.399,alert
video_01,717,36.466,alert
video_01,718,36.533,alert
video_01,719,36.599,alert
video_01,720,36.666,alert
video_01,721,36.733,alert
video_01,722,36.799,alert
video_01,723,36.866,alert
video_01,724,36.933,alert
video_01,725,36.999,alert
video_01,726,37.066,alert
video_01,727,37.133,alert
video_01,728,37.199,alert
video_01,729,37.266,alert
video_01,730,37.333,alert
video_01,731,37.399,alert
video_01,732,37.466,alert
video_01,733,37.533,alert
video_01,734,37.599,alert
video_01,735,37.666,alert
video_01,736,37.733,alert
video_01,737,37.799,alert
video_01,738,37.866,alert
video_01,739,37.933,alert
video_01,740,37.999,alert
video_01,741,38.066,alert
video_01,742,38.133,alert
video_01,743,38.199,alert
video_01,744,38.266,alert
video_01,745,38.333,alert
video_01,746,38.399,alert
video_01,747,38.466,alert
video_01,748,38.533,alert
video_01,749,38.599,alert
video_01,750,38.666,alert
video_01,751,38.733,alert
video_01,752,38.799,alert
video_01,753,38.866,alert
video_01,754,38.933,alert
video_01,755,38.999,alert
video_01,756,39.066,alert
video_01,757,39.133,alert
video_01,758,39.199,alert
video_01,759,39.266,alert
video_01,760,39.333,alert
video_01,761,39.399,alert
video_01,762,39.466,alert
video_01,763,39.533,alert
video_01,764,39.599,alert
video_01,765,39.666,alert
video_01,766,39.733,alert
video_01,767,39.799,alert
video_01,768,39.866,alert
video_01,769,39.933,alert
video_01,770,39.999,alert
video_01,771,40.066,alert
video_01,772,40.133,alert
video_01,773,40.199,alert
video_01,774,40.266,alert
video_01,775,40.333,alert
video_01,776,40.399,alert
video_01,777,40.466,alert
video_01,778,40.533,alert
video_01,779,40.599,alert
video_01,780,40.666,alert
video_01,781,40.733,alert
video_01,782,40.799,alert
video_01,783,40.866,alert
video_01,784,40.933,alert
video_01,785,40.999,alert
video_01,786,41.066,alert
video_01,787,41.133,alert
video_01,788,41.199,alert
video_01,789,41.266,alert
video_01,790,41.333,alert
video_01,791,41.399,alert
video_01,792,41.466,alert
video_01,793,41.533,alert
video_01,794,41.599,alert
video_01,795,41.666,alert
video_01,796,41.733,alert
video_01,797,41.799,alert
video_01,798,41.866,alert
video_01,799,41.933,alert
video_01,800,41.999,alert
video_01,801,42.066,alert
video_01,802,42.133,alert
video_01,803,42.199,alert
video_01,804,42.266,alert
video_01,805,42.333,alert
video_01,806,42.399,alert
video_01,807,42.466,alert
video_01,808,42.533,alert
video_01,809,42.599,alert
video_01,810,42.666,alert
video_01,811,42.733,alert
video_01,812,42.799,alert
video_01,813,42.866,alert
video_01,814,42.933,alert
video_01,815,42.999,alert
video_01,816,43.066,alert
video_01,817,43.133,alert
video_01,818,43.199,alert
video_01,819,43.266,alert
video_01,820,43.333,alert
video_01,821,43.399,alert
video_01,822,43.466,alert
video_01,823,43.533,alert
video_01,824,43.599,alert
video_01,825,43.666,alert
video_01,826,43.733,alert
video_01,827,43.799,alert
video_01,828,43.866,alert
video_01,829,43.933,alert
video_01,830,43.999,alert
video_01,831,44.066,alert
video_01,832,44.133,alert
video_01,833,44.199,alert
video_01,834,44.266,alert
video_01,835,44.333,alert
video_01,836,44.399,alert
video_01,837,44.466,alert
video_01,838,44.533,alert
video_01,839,44.599,alert
video_01,840,44.666,alert
video_01,841,44.733,alert
video_01,842,44.799,alert
video_01,843,44.866,alert
video_01,844,44.933,alert
video_01,845,44.999,alert
video_01,846,45.066,alert
video_01,847,45.133,alert
video_01,848,45.199,alert
video_01,849,45.266,alert
video_01,850,45.333,alert
video_01,851,45.399,alert
video_01,852,45.466,alert
video_01,853,45.533,alert
video_01,854,45.599,alert
video_01,855,45.666,alert
video_01,856,45.733,alert
video_01,857,45.799,alert
video_01,858,45.866,alert
video_01,859,45.933,alert
video_01,860,45.999,alert
video_01,861,46.066,alert
video_01,862,46.133,alert
video_01,863,46.199,alert
video_01,864,46.266,alert
video_01,865,46.333,alert
video_01,866,46.399,alert
video_01,867,46.466,alert
video_01,868,46.533,alert
video_01,869,46.599,alert
video_01,870,46.666,alert
video_01,871,46.733,alert
video_01,872,46.799,alert
video_01,873,46.866,alert
video_01,874,46.933,alert
video_01,875,46.999,alert
video_01,876,47.066,alert
video_01,877,47.133,alert
video_01,878,47.199,alert
video_01,879,47.266,alert
video_01,880,47.333,alert
video_01,881,47.399,alert
video_01,882,47.466,alert
video_01,883,47.533,alert
video_01,884,47.599,alert
video_01,885,47.666,alert
video_01,886,47.733,alert
video_01,887,47.799,alert
video_01,888,47.866,alert
video_01,889,47.933,alert
video_01,890,47.999,alert
video_01,891,48.066,alert
video_01,892,48.133,alert
video_01,893,48.199,alert
video_01,894,48.266,alert
video_01,895,48.333,alert
video_01,896,48.399,alert
video_01,897,48.466,alert
video_01,898,48.533,alert
video_01,899,48.599,alert
video_01,900,48.666,alert
video_01,901,48.733,alert
video_01,902,48.799,alert
video_01,903,48.866,alert
video_01,904,48.933,alert
video_01,905,48.999,alert
video_01,906,49.066,alert
video_01,907,49.133,alert
video_01,908,49.199,alert
video_01,909,49.266,alert
video_01,910,49.333,alert
video_01,911,49.399,alert
video_01,912,49.466,alert
video_01,913,49.533,alert
video_01,914,49.599,alert
video_01,915,49.666,alert
video_01,916,49.733,alert
video_01,917,49.799,alert
video_01,918,49.866,alert
video_01,919,49.933,alert
video_01,920,49.999,alert
video_01,921,50.066,alert
video_01,922,50.133,alert
video_01,923,50.199,alert
video_01,924,50.266,alert
video_01,925,50.333,alert
video_01,926,50.399,alert
video_01,927,50.466,alert
video_01,928,50.533,alert
video_01,929,50.599,alert
video_01,930,50.666,alert
video_01,931,50.733,alert
video_01,932,50.799,alert
video_01,933,50.866,alert
video_01,934,50.933,alert
video_01,935,50.999,alert
video_01,936,51.066,alert
video_01,937,51.133,alert
video_01,938,51.199,alert
video_01,939,51.266,alert
video_01,940,51.333,alert
video_01,941,51.399,alert
video_01,942,51.466,alert
video_01,943,51.533,alert
video_01,944,51.599,alert
video_01,945,51.666,alert
video_01,946,51.733,alert
video_01,947,51.799,alert
video_01,948,51.866,alert
video_01,949,51.899,alert
video_01,950,51.933,alert
video_01,951,51.966,alert
video_01,952,51.999,alert
video_01,953,52.033,alert
video_01,954,52.066,alert
video_01,955,52.099,alert
video_01,956,52.133,alert
video_01,957,52.166,alert
video_01,958,52.199,alert
video_01,959,52.233,alert
video_01,960,52.266,alert
video_01,961,52.299,alert
video_01,962,52.333,alert
video_01,963,52.366,alert
video_01,964,52.399,alert
video_01,965,52.433,alert
video_01,966,52.466,alert
video_01,967,52.499,alert
video_01,968,52.533,alert
video_01,969,52.566,alert
video_01,970,52.599,alert
video_01,971,52.633,alert
video_01,972,52.666,alert
video_01,973,52.699,alert
video_01,974,52.733,alert
video_01,975,52.766,alert
video_01,976,52.799,alert
video_01,977,52.833,alert
video_01,978,52.866,alert
video_01,979,52.899,alert
video_01,980,52.933,alert
video_01,981,52.966,alert
video_01,982,52.999,alert
video_01,983,53.033,alert
video_01,984,53.066,alert
video_01,985,53.099,alert
video_01,986,53.133,alert
video_01,987,53.166,alert
video_01,988,53.199,alert
video_01,989,53.233,alert
video_01,990,53.266,alert
video_01,991,53.299,alert
video_01,992,53.333,alert
video_01,993,53.366,alert
video_01,994,53.399,alert
video_01,995,53.433,alert
video_01,996,53.466,alert
video_01,997,53.499,alert
video_01,998,53.533,alert
video_01,999,53.566,alert
video_01,1000,53.599,alert
video_01,1001,53.633,alert
video_01,1002,53.666,alert
video_01,1003,53.699,alert
video_01,1004,53.733,alert
video_01,1005,53.766,alert
video_01,1006,53.799,alert
video_01,1007,53.833,alert
video_01,1008,53.866,alert
video_01,1009,53.899,alert
video_01,1010,53.933,alert
video_01,1011,53.966,alert
video_01,1012,53.999,alert
video_01,1013,54.033,alert
video_01,1014,54.066,alert
video_01,1015,54.099,alert
video_01,1016,54.133,alert
video_01,1017,54.166,alert
video_01,1018,54.199,alert
video_01,1019,54.233,alert
video_01,1020,54.266,alert
video_01,1021,54.299,alert
video_01,1022,54.333,alert
video_01,1023,54.366,alert
video_01,1024,54.399,alert
video_01,1025,54.433,alert
video_01,1026,54.466,alert
video_01,1027,54.499,alert
video_01,1028,54.533,alert
video_01,1029,54.566,alert
video_01,1030,54.599,alert
video_01,1031,54.633,alert
video_01,1032,54.666,alert
video_01,1033,54.699,alert
video_01,1034,54.733,alert
video_01,1035,54.766,alert
video_01,1036,54.799,alert
video_01,1037,54.833,alert
video_01,1038,54.866,alert
video_01,1039,54.899,alert
video_01,1040,54.933,alert
video_01,1041,54.966,alert
video_01,1042,54.999,alert
video_01,1043,55.033,alert
video_01,1044,55.066,alert
video_01,1045,55.099,alert
video_01,1046,55.133,alert
video_01,1047,55.166,alert
video_01,1048,55.199,alert
video_01,1049,55.233,alert
video_01,1050,55.266,alert
video_01,1051,55.299,alert
video_01,1052,55.333,alert
video_01,1053,55.366,alert
video_01,1054,55.399,alert
video_01,1055,55.433,alert
video_01,1056,55.466,alert
video_01,1057,55.499,alert
video_01,1058,55.533,alert
video_01,1059,55.566,alert
video_01,1060,55.599,alert
video_01,1061,55.633,alert
video_01,1062,55.666,alert
video_01,1063,55.699,alert
video_01,1064,55.733,alert
video_01,1065,55.766,alert
video_01,1066,55.799,alert
video_01,1067,55.833,alert
