sample_id,video_id,frame_index,timestamp_seconds,behavior_label,face_detected_baseline,pose_bin_baseline,selection_seed,annotation_status,review_status
video_01__frame_010880,video_01,10880,603.6739774466623,alert,1,medium,42,pending,pending
video_01__frame_011478,video_01,11478,636.8538523099991,alert,1,large,42,pending,pending
video_01__frame_011555,video_01,11555,641.126177334208,alert,1,near,42,pending,pending
video_01__frame_013361,video_01,13361,741.331618811108,alert,1,near,42,pending,pending
video_01__frame_013475,video_01,13475,747.6568792365601,alert,0,unknown,42,pending,pending
video_01__frame_013840,video_01,13840,767.9088095461219,alert,1,medium,42,pending,pending
video_01__frame_013882,video_01,13882,770.2391686502359,alert,1,large,42,pending,pending
video_01__frame_014153,video_01,14153,785.2755333458283,alert,1,near,42,pending,pending
video_01__frame_014518,video_01,14518,805.52746365539,alert,1,large,42,pending,pending
video_01__frame_015328,video_01,15328,850.4701035204448,alert,1,large,42,pending,pending
video_01__frame_015649,video_01,15649,868.2807052447444,alert,1,near,42,pending,pending
video_01__frame_015908,video_01,15908,882.651253053447,alert,1,large,42,pending,pending
video_01__frame_016141,video_01,16141,895.5791976072221,alert,1,medium,42,pending,pending
video_01__frame_016345,video_01,16345,906.898084684347,alert,0,unknown,42,pending,pending
video_01__frame_016648,video_01,16648,923.709961078312,alert,0,unknown,42,pending,pending
video_01__frame_016692,video_01,16692,926.1512896635742,alert,0,unknown,42,pending,pending
video_01__frame_016775,video_01,16775,930.7565231312279,alert,0,unknown,42,pending,pending
video_01__frame_017062,video_01,17062,946.6806436760066,alert,1,medium,42,pending,pending
video_01__frame_017142,video_01,17142,951.1194229219379,alert,1,near,42,pending,pending
video_01__frame_017665,video_01,17665,980.1379422422141,fatigue,1,near,42,pending,pending
video_01__frame_017719,video_01,17719,983.1341182332178,fatigue,1,medium,42,pending,pending
video_01__frame_017763,video_01,17763,985.57544681848,fatigue,1,large,42,pending,pending
video_01__frame_017833,video_01,17833,989.45937865867,fatigue,1,near,42,pending,pending
video_01__frame_018598,video_01,18598,1031.9052051978883,alert,1,large,42,pending,pending
video_01__frame_018704,video_01,18704,1037.7865876987473,alert,1,medium,42,pending,pending
video_01__frame_018746,video_01,18746,1040.1169468028613,alert,1,medium,42,pending,pending
video_01__frame_019035,video_01,19035,1056.1520368287884,alert,1,medium,42,pending,pending
video_01__frame_026113,video_01,26113,1448.8730306125638,alert,0,unknown,42,pending,pending
video_01__frame_026307,video_01,26307,1459.6370702839472,alert,0,unknown,42,pending,pending
video_01__frame_026383,video_01,26383,1463.853910567582,alert,0,unknown,42,pending,pending
video_01__frame_029637,video_01,29637,1644.4012563958393,alert,0,unknown,42,pending,pending
video_01__frame_031040,video_01,31040,1722.24634742136,alert,1,large,42,pending,pending
video_02__frame_000093,video_02,93,5.917590000000001,alert,1,near,42,pending,pending
video_02__frame_000373,video_02,373,23.733990000000002,alert,1,near,42,pending,pending
video_02__frame_000837,video_02,837,53.25831,alert,1,large,42,pending,pending
video_02__frame_000994,video_02,994,63.24822,alert,1,large,42,pending,pending
video_02__frame_001063,video_02,1063,67.63869,alert,1,near,42,pending,pending
video_02__frame_001842,video_02,1842,117.20646,alert,1,near,42,pending,pending
video_02__frame_002366,video_02,2366,150.54858000000002,alert,0,unknown,42,pending,pending
video_02__frame_002438,video_02,2438,155.12994,distraction,1,large,42,pending,pending
video_02__frame_002479,video_02,2479,157.73877000000002,distraction,1,large,42,pending,pending
video_02__frame_003098,video_02,3098,197.12574,alert,1,large,42,pending,pending
video_02__frame_003320,video_02,3320,211.2516,alert,1,large,42,pending,pending
video_02__frame_003610,video_02,3610,229.70430000000002,alert,1,large,42,pending,pending
video_02__frame_003685,video_02,3685,234.47655,alert,1,medium,42,pending,pending
video_02__frame_003914,video_02,3914,249.04782,alert,1,large,42,pending,pending
video_02__frame_004872,video_02,4872,310.00536,alert,1,large,42,pending,pending
video_02__frame_004997,video_02,4997,317.95911,alert,1,medium,42,pending,pending
video_02__frame_007139,video_02,7139,454.25457,alert,1,near,42,pending,pending
video_02__frame_007378,video_02,7378,469.46214000000003,alert,1,medium,42,pending,pending
video_02__frame_007712,video_02,7712,490.71456,alert,1,large,42,pending,pending
video_02__frame_008091,video_02,8091,514.83033,distraction,1,large,42,pending,pending
video_02__frame_008132,video_02,8132,517.43916,distraction,1,medium,42,pending,pending
video_02__frame_008206,video_02,8206,522.14778,alert,0,unknown,42,pending,pending
video_02__frame_008291,video_02,8291,527.55633,alert,1,near,42,pending,pending
video_02__frame_008643,video_02,8643,549.9540900000001,alert,1,large,42,pending,pending
video_02__frame_009240,video_02,9240,587.9412,alert,1,near,42,pending,pending
video_02__frame_009717,video_02,9717,618.29271,alert,1,large,42,pending,pending
video_02__frame_009835,video_02,9835,625.80105,alert,0,unknown,42,pending,pending
video_02__frame_010022,video_02,10022,637.6998600000001,alert,0,unknown,42,pending,pending
video_02__frame_010187,video_02,10187,648.19881,alert,0,unknown,42,pending,pending
video_02__frame_011492,video_02,11492,731.23596,alert,1,medium,42,pending,pending
video_02__frame_012263,video_02,12263,780.2946900000001,alert,0,unknown,42,pending,pending
video_02__frame_012494,video_02,12494,794.9932200000001,distraction,0,unknown,42,pending,pending
video_02__frame_012742,video_02,12742,810.77346,distraction,0,unknown,42,pending,pending
video_02__frame_012910,video_02,12910,821.4633,distraction,0,unknown,42,pending,pending
video_02__frame_013066,video_02,13066,831.38958,distraction,0,unknown,42,pending,pending
video_02__frame_013140,video_02,13140,836.0982,distraction,0,unknown,42,pending,pending
video_02__frame_013281,video_02,13281,845.0700300000001,distraction,0,unknown,42,pending,pending
video_02__frame_013498,video_02,13498,858.87774,distraction,0,unknown,42,pending,pending
video_02__frame_013531,video_02,13531,860.97753,distraction,0,unknown,42,pending,pending
video_02__frame_013563,video_02,13563,863.01369,distraction,0,unknown,42,pending,pending
video_02__frame_013719,video_02,13719,872.93997,distraction,1,medium,42,pending,pending
video_02__frame_013797,video_02,13797,877.9031100000001,distraction,1,medium,42,pending,pending
video_02__frame_013830,video_02,13830,880.0029000000001,distraction,1,large,42,pending,pending
video_02__frame_013890,video_02,13890,883.8207,distraction,1,large,42,pending,pending
video_02__frame_013952,video_02,13952,887.76576,distraction,1,large,42,pending,pending
video_02__frame_014008,video_02,14008,891.3290400000001,distraction,1,large,42,pending,pending
video_02__frame_014046,video_02,14046,893.74698,distraction,1,large,42,pending,pending
video_02__frame_014080,video_02,14080,895.9104000000001,alert,1,medium,42,pending,pending
video_02__frame_016391,video_02,16391,1042.9593300000001,alert,1,medium,42,pending,pending
video_02__frame_016815,video_02,16815,1069.93845,alert,1,large,42,pending,pending
video_02__frame_018301,video_02,18301,1164.49263,alert,1,medium,42,pending,pending
video_02__frame_018563,video_02,18563,1181.16369,alert,1,medium,42,pending,pending
video_02__frame_018594,video_02,18594,1183.13622,alert,1,medium,42,pending,pending
video_02__frame_019415,video_02,19415,1235.37645,alert,0,unknown,42,pending,pending
video_02__frame_019560,video_02,19560,1244.6028000000001,alert,0,unknown,42,pending,pending
video_02__frame_019793,video_02,19793,1259.42859,distraction,0,unknown,42,pending,pending
video_02__frame_019946,video_02,19946,1269.16398,distraction,0,unknown,42,pending,pending
video_02__frame_020323,video_02,20323,1293.1524900000002,distraction,0,unknown,42,pending,pending
video_02__frame_020375,video_02,20375,1296.46125,distraction,1,near,42,pending,pending
video_02__frame_020435,video_02,20435,1300.27905,distraction,1,near,42,pending,pending
video_02__frame_020469,video_02,20469,1302.44247,distraction,1,near,42,pending,pending
video_02__frame_020541,video_02,20541,1307.02383,distraction,1,medium,42,pending,pending
video_02__frame_020589,video_02,20589,1310.07807,distraction,1,near,42,pending,pending
video_02__frame_020640,video_02,20640,1313.3232,distraction,1,near,42,pending,pending
video_02__frame_020726,video_02,20726,1318.79538,distraction,1,near,42,pending,pending
video_02__frame_020816,video_02,20816,1324.52208,alert,1,near,42,pending,pending
video_02__frame_020885,video_02,20885,1328.91255,alert,1,near,42,pending,pending
video_02__frame_021018,video_02,21018,1337.37534,alert,1,near,42,pending,pending
video_02__frame_021085,video_02,21085,1341.6385500000001,alert,1,medium,42,pending,pending
video_02__frame_021831,video_02,21831,1389.10653,alert,1,near,42,pending,pending
video_02__frame_021868,video_02,21868,1391.46084,alert,1,medium,42,pending,pending
video_02__frame_022408,video_02,22408,1425.82104,alert,1,near,42,pending,pending
video_02__frame_022678,video_02,22678,1443.00114,alert,1,near,42,pending,pending
video_02__frame_023195,video_02,23195,1475.89785,alert,0,unknown,42,pending,pending
video_02__frame_023254,video_02,23254,1479.65202,alert,0,unknown,42,pending,pending
video_02__frame_023380,video_02,23380,1487.6694,alert,0,unknown,42,pending,pending
video_02__frame_023445,video_02,23445,1491.80535,alert,0,unknown,42,pending,pending
video_02__frame_023701,video_02,23701,1508.09463,distraction,0,unknown,42,pending,pending
video_02__frame_023856,video_02,23856,1517.95728,distraction,1,medium,42,pending,pending
video_02__frame_023890,video_02,23890,1520.1207000000002,distraction,1,medium,42,pending,pending
video_02__frame_023945,video_02,23945,1523.6203500000001,distraction,1,large,42,pending,pending
video_02__frame_024013,video_02,24013,1527.94719,distraction,1,large,42,pending,pending
video_02__frame_024063,video_02,24063,1531.12869,distraction,1,large,42,pending,pending
video_02__frame_024147,video_02,24147,1536.47361,distraction,1,medium,42,pending,pending
video_02__frame_024210,video_02,24210,1540.4823000000001,alert,1,medium,42,pending,pending
video_02__frame_024995,video_02,24995,1590.4318500000002,alert,1,large,42,pending,pending
video_02__frame_025912,video_02,25912,1648.7805600000002,distraction,1,large,42,pending,pending
video_02__frame_026262,video_02,26262,1671.05106,alert,0,unknown,42,pending,pending
video_02__frame_026502,video_02,26502,1686.3222600000001,alert,1,medium,42,pending,pending
video_02__frame_026651,video_02,26651,1695.80313,distraction,1,near,42,pending,pending
video_02__frame_026801,video_02,26801,1705.34763,distraction,1,near,42,pending,pending
video_02__frame_026879,video_02,26879,1710.31077,distraction,1,medium,42,pending,pending
video_02__frame_026923,video_02,26923,1713.11049,distraction,1,medium,42,pending,pending
video_02__frame_027025,video_02,27025,1719.60075,distraction,1,large,42,pending,pending
video_02__frame_027118,video_02,27118,1725.51834,distraction,1,near,42,pending,pending
video_02__frame_027166,video_02,27166,1728.57258,distraction,1,large,42,pending,pending
video_02__frame_027218,video_02,27218,1731.8813400000001,distraction,1,near,42,pending,pending
video_02__frame_027250,video_02,27250,1733.9175,alert,1,near,42,pending,pending
video_02__frame_027352,video_02,27352,1740.40776,alert,1,medium,42,pending,pending
video_02__frame_027692,video_02,27692,1762.04196,alert,1,large,42,pending,pending
video_03__frame_000829,video_03,829,48.74503055976792,alert,1,large,42,pending,pending
video_03__frame_000991,video_03,991,58.27059744840773,alert,1,large,42,pending,pending
video_03__frame_001056,video_03,1056,62.09258416298543,alert,1,large,42,pending,pending
video_03__frame_001192,video_03,1192,70.08935636579416,alert,1,medium,42,pending,pending
video_03__frame_001945,video_03,1945,114.3656024592866,alert,1,medium,42,pending,pending
video_03__frame_002269,video_03,2269,133.41673623656624,alert,1,near,42,pending,pending
video_03__frame_002341,video_03,2341,137.65032152040615,alert,1,near,42,pending,pending
video_03__frame_002395,video_03,2395,140.82551048328608,alert,1,medium,42,pending,pending
video_03__frame_002947,video_03,2947,173.2829976593921,alert,1,large,42,pending,pending
video_03__frame_003019,video_03,3019,177.516582943232,alert,1,near,42,pending,pending
video_03__frame_003460,video_03,3460,203.4472928067515,alert,1,large,42,pending,pending
video_03__frame_003751,video_03,3751,220.55803332893782,alert,1,large,42,pending,pending
video_03__frame_004574,video_03,4574,268.95026511505245,alert,1,medium,42,pending,pending
video_03__frame_004679,video_03,4679,275.1242436539856,alert,1,large,42,pending,pending
video_03__frame_005351,video_03,5351,314.63770630315815,alert,1,near,42,pending,pending
video_03__frame_005425,video_03,5425,318.98889117821585,alert,1,near,42,pending,pending
video_03__frame_005582,video_03,5582,328.22045908881125,alert,1,medium,42,pending,pending
video_03__frame_006279,video_03,6279,369.203916628206,alert,1,medium,42,pending,pending
video_03__frame_006355,video_03,6355,373.67270109448145,alert,1,medium,42,pending,pending
video_03__frame_006394,video_03,6394,375.96589312322806,alert,1,medium,42,pending,pending
video_03__frame_006505,video_03,6505,382.4926704358146,alert,1,near,42,pending,pending
video_03__frame_006544,video_03,6544,384.7858624645612,alert,1,near,42,pending,pending
video_03__frame_006862,video_03,6862,403.4841974681875,alert,1,near,42,pending,pending
video_03__frame_007082,video_03,7082,416.4201525021428,alert,0,unknown,42,pending,pending
video_03__frame_007222,video_03,7222,424.6521238873871,alert,0,unknown,42,pending,pending
video_03__frame_007367,video_03,7367,433.1780942506758,alert,0,unknown,42,pending,pending
video_03__frame_007421,video_03,7421,436.35328321355576,alert,0,unknown,42,pending,pending
video_03__frame_007612,video_03,7612,447.5840441748533,alert,0,unknown,42,pending,pending
video_03__frame_007649,video_03,7649,449.75963661238217,alert,0,unknown,42,pending,pending
video_03__frame_007767,video_03,7767,456.6980124942309,alert,0,unknown,42,pending,pending
video_03__frame_015980,video_03,15980,939.6207338300258,alert,1,near,42,pending,pending
video_03__frame_016150,video_03,16150,949.6166990835367,alert,1,large,42,pending,pending
video_03__frame_016515,video_03,16515,971.0786244807807,alert,0,unknown,42,pending,pending
video_03__frame_016925,video_03,16925,995.1865406804246,alert,1,large,42,pending,pending
video_03__frame_017970,video_03,17970,1056.6323270917123,alert,1,large,42,pending,pending
video_03__frame_018123,video_03,18123,1065.628695819872,distraction,1,large,42,pending,pending
video_03__frame_018184,video_03,18184,1069.2154833520142,distraction,1,near,42,pending,pending
video_03__frame_018221,video_03,18221,1071.391075789543,alert,1,near,42,pending,pending
video_03__frame_019985,video_03,19985,1175.113915243621,distraction,1,large,42,pending,pending
video_03__frame_020032,video_03,20032,1177.8775056372388,distraction,1,near,42,pending,pending
video_03__frame_020070,video_03,20070,1180.1118978703764,distraction,0,unknown,42,pending,pending
video_03__frame_020123,video_03,20123,1183.2282870376475,distraction,0,unknown,42,pending,pending
video_03__frame_020204,video_03,20204,1187.9910704819674,distraction,0,unknown,42,pending,pending
video_03__frame_020246,video_03,20246,1190.4606618975408,distraction,0,unknown,42,pending,pending
video_03__frame_020299,video_03,20299,1193.5770510648117,distraction,0,unknown,42,pending,pending
video_03__frame_020350,video_03,20350,1196.5758406408652,distraction,0,unknown,42,pending,pending
video_03__frame_020419,video_03,20419,1200.6330265378783,alert,0,unknown,42,pending,pending
video_03__frame_021092,video_03,21092,1240.2052889826598,distraction,1,large,42,pending,pending
video_03__frame_021149,video_03,21149,1243.5568773323664,distraction,1,large,42,pending,pending
video_03__frame_021225,video_03,21225,1248.0256617986417,distraction,1,large,42,pending,pending
video_03__frame_021282,video_03,21282,1251.3772501483484,distraction,0,unknown,42,pending,pending
video_03__frame_021363,video_03,21363,1256.1400335926683,alert,0,unknown,42,pending,pending
video_03__frame_022689,video_03,22689,1334.1085625700534,alert,1,medium,42,pending,pending
video_03__frame_023628,video_03,23628,1389.321570646799,alert,1,medium,42,pending,pending
video_03__frame_023669,video_03,23669,1391.7323622667634,alert,1,medium,42,pending,pending
video_03__frame_023893,video_03,23893,1404.9035164831544,alert,1,large,42,pending,pending
video_03__frame_023937,video_03,23937,1407.4907074899454,alert,0,unknown,42,pending,pending
video_03__frame_024087,video_03,24087,1416.3106768312784,alert,0,unknown,42,pending,pending
video_03__frame_024988,video_03,24988,1469.2892926748864,alert,0,unknown,42,pending,pending
video_03__frame_025036,video_03,25036,1472.111682864113,distraction,0,unknown,42,pending,pending
video_03__frame_025088,video_03,25088,1475.169272235775,distraction,0,unknown,42,pending,pending
video_03__frame_025135,video_03,25135,1477.9328626293927,distraction,1,medium,42,pending,pending
video_03__frame_025169,video_03,25169,1479.932055680095,distraction,1,large,42,pending,pending
video_03__frame_025203,video_03,25203,1481.9312487307973,alert,1,near,42,pending,pending
video_03__frame_026482,video_03,26482,1557.1361873145645,distraction,1,large,42,pending,pending
video_03__frame_026935,video_03,26935,1583.7724947253907,alert,1,medium,42,pending,pending
video_03__frame_027396,video_03,27396,1610.879200501088,alert,1,medium,42,pending,pending
video_03__frame_027607,video_03,27607,1623.2859573745632,alert,1,near,42,pending,pending
video_03__frame_028119,video_03,28119,1653.3914527263137,fatigue,1,large,42,pending,pending
video_03__frame_028446,video_03,28446,1672.61898589042,alert,1,near,42,pending,pending
video_03__frame_028488,video_03,28488,1675.0885773059933,fatigue,1,large,42,pending,pending
video_03__frame_028522,video_03,28522,1677.0877703566955,fatigue,0,unknown,42,pending,pending
video_03__frame_028587,video_03,28587,1680.9097570712731,fatigue,1,large,42,pending,pending
video_03__frame_028743,video_03,28743,1690.0825251862598,fatigue,0,unknown,42,pending,pending
video_03__frame_028777,video_03,28777,1692.081718236962,fatigue,1,medium,42,pending,pending
video_03__frame_028813,video_03,28813,1694.1985108788817,fatigue,1,large,42,pending,pending
video_03__frame_028847,video_03,28847,1696.1977039295841,fatigue,1,large,42,pending,pending
video_03__frame_028912,video_03,28912,1700.0196906441618,fatigue,0,unknown,42,pending,pending
video_03__frame_028948,video_03,28948,1702.1364832860818,fatigue,1,medium,42,pending,pending
video_03__frame_028986,video_03,28986,1704.3708755192195,fatigue,1,near,42,pending,pending
video_03__frame_029025,video_03,29025,1706.664067547966,distraction,1,medium,42,pending,pending
video_03__frame_029060,video_03,29060,1708.7220603942772,distraction,1,medium,42,pending,pending
video_03__frame_029106,video_03,29106,1711.4268509922858,distraction,1,medium,42,pending,pending
video_03__frame_029169,video_03,29169,1715.1312381156458,distraction,1,large,42,pending,pending
video_03__frame_029203,video_03,29203,1717.130431166348,distraction,0,unknown,42,pending,pending
video_03__frame_029240,video_03,29240,1719.3060236038768,distraction,0,unknown,42,pending,pending
video_03__frame_029291,video_03,29291,1722.30481317993,distraction,1,medium,42,pending,pending
video_03__frame_029331,video_03,29331,1724.6568050042856,distraction,0,unknown,42,pending,pending
video_03__frame_029376,video_03,29376,1727.3027958066857,distraction,1,medium,42,pending,pending
video_03__frame_029430,video_03,29430,1730.4779847695656,distraction,1,large,42,pending,pending
video_03__frame_029472,video_03,29472,1732.9475761851388,distraction,1,near,42,pending,pending
video_03__frame_029522,video_03,29522,1735.8875659655832,distraction,1,large,42,pending,pending
video_03__frame_029603,video_03,29603,1740.6503494099031,alert,1,large,42,pending,pending
video_03__frame_029828,video_03,29828,1753.880303421903,distraction,1,large,42,pending,pending
video_03__frame_029868,video_03,29868,1756.2322952462584,distraction,1,medium,42,pending,pending
video_03__frame_029920,video_03,29920,1759.2898846179205,distraction,0,unknown,42,pending,pending
video_03__frame_029973,video_03,29973,1762.4062737851916,distraction,1,near,42,pending,pending
video_03__frame_030018,video_03,30018,1765.0522645875915,distraction,1,large,42,pending,pending
video_03__frame_030052,video_03,30052,1767.0514576382936,distraction,1,near,42,pending,pending
video_03__frame_030110,video_03,30110,1770.4618457836093,distraction,1,large,42,pending,pending
video_04__frame_000418,video_04,418,23.465315570934255,distraction,0,unknown,42,pending,pending
video_04__frame_000459,video_04,459,25.76693743315508,distraction,1,near,42,pending,pending
video_04__frame_000495,video_04,495,27.787873702422143,distraction,0,unknown,42,pending,pending
video_04__frame_000531,video_04,531,29.808809971689207,distraction,1,medium,42,pending,pending
video_04__frame_000629,video_04,629,35.310247593582886,distraction,0,unknown,42,pending,pending
video_04__frame_000665,video_04,665,37.33118386284995,distraction,1,medium,42,pending,pending
video_04__frame_000734,video_04,734,41.20464504561183,distraction,0,unknown,42,pending,pending
video_04__frame_000802,video_04,802,45.02196910978295,distraction,0,unknown,42,pending,pending
video_04__frame_000838,video_04,838,47.04290537905001,distraction,0,unknown,42,pending,pending
video_04__frame_000884,video_04,884,49.6252128342246,distraction,0,unknown,42,pending,pending
video_04__frame_000921,video_04,921,51.702286222082414,distraction,1,large,42,pending,pending
video_04__frame_000993,video_04,993,55.74415876061654,distraction,1,medium,42,pending,pending
video_04__frame_001070,video_04,1070,60.06671689210443,alert,1,large,42,pending,pending
video_04__frame_001251,video_04,1251,70.2275353570305,alert,1,near,42,pending,pending
video_04__frame_001483,video_04,1483,83.25134687008493,alert,1,near,42,pending,pending
video_04__frame_016739,video_04,16739,939.6792280905945,alert,0,unknown,42,pending,pending
video_04__frame_016885,video_04,16885,947.8752474048442,alert,0,unknown,42,pending,pending
video_04__frame_016963,video_04,16963,952.2539426549229,alert,0,unknown,42,pending,pending
video_04__frame_017363,video_04,17363,974.7087900912236,alert,1,near,42,pending,pending
video_04__frame_017473,video_04,17473,980.8838731362063,alert,1,medium,42,pending,pending
video_04__frame_017617,video_04,17617,988.9676182132746,alert,1,medium,42,pending,pending
video_04__frame_017782,video_04,17782,998.2302427807487,alert,1,medium,42,pending,pending
video_04__frame_017853,video_04,17853,1002.215978200692,alert,0,unknown,42,pending,pending
video_04__frame_018072,video_04,18072,1014.5100071720666,alert,1,near,42,pending,pending
video_04__frame_018201,video_04,18201,1021.7516954702736,alert,1,near,42,pending,pending
video_04__frame_018453,video_04,18453,1035.898249355143,alert,1,large,42,pending,pending
video_04__frame_018566,video_04,18566,1042.241743755898,alert,1,large,42,pending,pending
video_04__frame_018710,video_04,18710,1050.3254888329664,alert,1,large,42,pending,pending
video_04__frame_018775,video_04,18775,1053.974401541365,distraction,1,large,42,pending,pending
video_04__frame_018865,video_04,18865,1059.0267422145328,distraction,1,large,42,pending,pending
video_04__frame_018917,video_04,18917,1061.945872381252,distraction,1,large,42,pending,pending
video_04__frame_019015,video_04,19015,1067.4473100031455,alert,1,large,42,pending,pending
video_04__frame_019078,video_04,19078,1070.983948474363,alert,1,near,42,pending,pending
video_04__frame_019533,video_04,19533,1096.526337433155,alert,1,large,42,pending,pending
video_04__frame_019825,video_04,19825,1112.9183760616545,alert,0,unknown,42,pending,pending
video_04__frame_020233,video_04,20233,1135.8223204466813,alert,1,near,42,pending,pending
video_04__frame_020490,video_04,20490,1150.2495599245044,alert,1,near,42,pending,pending
video_04__frame_020737,video_04,20737,1164.1154282164202,alert,1,medium,42,pending,pending
